Ghi chu:,Water Level (m)- Muc nuoc; Rainfall (mm)-Luong mua; ,,,,,,,,,,,,,,,,,,,,,,,,,
,RF_KienGiang,RF_LeThuy,RF_DongHoi,WL_KienGiang,WL_LeThuy,WL_DongHoi,,RF_KienGiang (t-2),RF_KienGiang (t-1),RF_KienGiang (t),RF_LeThuy (t-2),RF_LeThuy (t-1),RF_LeThuy (t),RF_LeThuy (t+1),RF_DongHoi (t-2),RF_DongHoi (t-1),RF_DongHoi (t),WL_KienGiang (t-2),WL_KienGiang (t-1),WL_KienGiang (t),WL_LeThuy (t-2),WL_LeThuy (t-1),WL_LeThuy (t),WL_DongHoi (t-2),WL_DongHoi (t-1),WL_DongHoi (t)
12/11/2010 1:00,0,0,0,6.09,0.53,-0.04,,0,0,0,0,0,0,0,0,0,0,6.09,6.09,6.09,0.53,0.53,0.52,-0.04,0.09,0.23
12/11/2010 2:00,0,0,0,6.09,0.53,0.09,,0,0,0,0,0,0,0,0,0,0,6.09,6.09,6.09,0.53,0.52,0.52,0.09,0.23,0.4
12/11/2010 3:00,0,0,0,6.09,0.52,0.23,,0,0,0,0,0,0,0,0,0,0,6.09,6.09,6.08,0.52,0.52,0.52,0.23,0.4,0.51
12/11/2010 4:00,0,0,0,6.09,0.52,0.4,,0,0,0,0,0,0,0,0,0,0,6.09,6.08,6.08,0.52,0.52,0.52,0.4,0.51,0.59
12/11/2010 5:00,0,0,0,6.08,0.52,0.51,,0,0,0,0,0,0,0,0,0,0,6.08,6.08,6.08,0.52,0.52,0.52,0.51,0.59,0.61
12/11/2010 6:00,0,0,0,6.08,0.52,0.59,,0,0,0,0,0,0,0,0,0,0,6.08,6.08,6.08,0.52,0.52,0.52,0.59,0.61,0.57
12/11/2010 7:00,0,0,0,6.08,0.52,0.61,,0,0,0,0,0,0,0,0,0,0,6.08,6.08,6.08,0.52,0.52,0.53,0.61,0.57,0.54
12/11/2010 8:00,0,0,0,6.08,0.52,0.57,,0,0,0,0,0,0,0,0,0,0,6.08,6.08,6.07,0.52,0.53,0.54,0.57,0.54,0.5
12/11/2010 9:00,0,0,0,6.08,0.53,0.54,,0,0,0,0,0,0,0,0,0,0,6.08,6.07,6.07,0.53,0.54,0.54,0.54,0.5,0.5
12/11/2010 10:00,0,0,0,6.07,0.54,0.5,,0,0,0,0,0,0,0,0,0,0,6.07,6.07,6.07,0.54,0.54,0.55,0.5,0.5,0.51
12/11/2010 11:00,0,0,0,6.07,0.54,0.5,,0,0,0,0,0,0,0,0,0,0,6.07,6.07,6.07,0.54,0.55,0.55,0.5,0.51,0.53
12/11/2010 12:00,0,0,0,6.07,0.55,0.51,,0,0,0,0,0,0,0,0,0,0,6.07,6.07,6.07,0.55,0.55,0.55,0.51,0.53,0.55
12/11/2010 13:00,0,0,0,6.07,0.55,0.53,,0,0,0,0,0,0,0,0,0,0,6.07,6.07,6.07,0.55,0.55,0.55,0.53,0.55,0.53
12/11/2010 14:00,0,0,0,6.07,0.55,0.55,,0,0,0,0,0,0,0,0,0,0,6.07,6.07,6.07,0.55,0.55,0.54,0.55,0.53,0.47
12/11/2010 15:00,0,0,0,6.07,0.55,0.53,,0,0,0,0,0,0,0,0,0,0,6.07,6.07,6.07,0.55,0.54,0.54,0.53,0.47,0.36
12/11/2010 16:00,0,0,0,6.07,0.54,0.47,,0,0,0,0,0,0,0,0,0,0,6.07,6.07,6.07,0.54,0.54,0.53,0.47,0.36,0.2
12/11/2010 17:00,0,0,0,6.07,0.54,0.36,,0,0,0,0,0,0,0,0,0,0,6.07,6.07,6.07,0.54,0.53,0.53,0.36,0.2,0.03
12/11/2010 18:00,0,0,0,6.07,0.53,0.2,,0,0,0,0,0,0,0,0,0,0,6.07,6.07,6.07,0.53,0.53,0.53,0.2,0.03,-0.12
12/11/2010 19:00,0,0,0,6.07,0.53,0.03,,0,0,0,0,0,0,0,0,0,0,6.07,6.07,6.07,0.53,0.53,0.53,0.03,-0.12,-0.21
12/11/2010 20:00,0,0,0,6.07,0.53,-0.12,,0,0,0,0,0,0,0,0,0,0,6.07,6.07,6.07,0.53,0.53,0.52,-0.12,-0.21,-0.24
12/11/2010 21:00,0,0,0,6.07,0.53,-0.21,,0,0,0,0,0,0,0,0,0,0,6.07,6.07,6.07,0.53,0.52,0.52,-0.21,-0.24,-0.2
12/11/2010 22:00,0,0,0,6.07,0.52,-0.24,,0,0,0,0,0,0,0,0,0,0,6.07,6.07,6.07,0.52,0.52,0.52,-0.24,-0.2,-0.15
12/11/2010 23:00,0,0,0,6.07,0.52,-0.2,,0,0,0,0,0,0,0,0,0,0,6.07,6.07,6.07,0.52,0.52,0.52,-0.2,-0.15,-0.04
13/11/2010 00:00,0,0,0,6.07,0.52,-0.15,,0,0,0,0,0,0,0,0,0,0,6.07,6.07,6.07,0.52,0.52,0.52,-0.15,-0.04,0.08
13/11/2010 01:00,0,0,0,6.07,0.52,-0.04,,0,0,0,0,0,0,0,0,0,0,6.07,6.07,6.07,0.52,0.52,0.51,-0.04,0.08,0.17
13/11/2010 02:00,0,0,0,6.07,0.52,0.08,,0,0,0,0,0,0,0,0,0,0,6.07,6.07,6.06,0.52,0.51,0.51,0.08,0.17,0.3
13/11/2010 03:00,0,0,0,6.07,0.51,0.17,,0,0,0,0,0,0,0,0,0,0,6.07,6.06,6.06,0.51,0.51,0.5,0.17,0.3,0.43
13/11/2010 04:00,0,0,0,6.06,0.51,0.3,,0,0,0,0,0,0,0,0,0,0,6.06,6.06,6.06,0.51,0.5,0.5,0.3,0.43,0.52
13/11/2010 05:00,0,0,0,6.06,0.5,0.43,,0,0,0,0,0,0,0,0,0,0,6.06,6.06,6.06,0.5,0.5,0.5,0.43,0.52,0.56
13/11/2010 06:00,0,0,0,6.06,0.5,0.52,,0,0,0,0,0,0,0,0,0,0,6.06,6.06,6.06,0.5,0.5,0.5,0.52,0.56,0.56
13/11/2010 07:00,0,0,0,6.06,0.5,0.56,,0,0,0,0,0,0,0,0,0,0,6.06,6.06,6.06,0.5,0.5,0.51,0.56,0.56,0.52
13/11/2010 08:00,0,0,0,6.06,0.5,0.56,,0,0,0,0,0,0,0,0,0,0,6.06,6.06,6.06,0.5,0.51,0.51,0.56,0.52,0.51
13/11/2010 09:00,0,0,0,6.06,0.51,0.52,,0,0,0,0,0,0,0,0,0,0,6.06,6.06,6.06,0.51,0.51,0.52,0.52,0.51,0.47
13/11/2010 10:00,0,0,0,6.06,0.51,0.51,,0,0,0,0,0,0,0,0,0,0,6.06,6.06,6.06,0.51,0.52,0.53,0.51,0.47,0.43
13/11/2010 11:00,0,0,0,6.06,0.52,0.47,,0,0,0,0,0,0,0,0,0,0,6.06,6.06,6.06,0.52,0.53,0.53,0.47,0.43,0.43
13/11/2010 12:00,0,0,0,6.06,0.53,0.43,,0,0,0,0,0,0,0,0,0,0,6.06,6.06,6.06,0.53,0.53,0.53,0.43,0.43,0.44
13/11/2010 13:00,0,0,0,6.06,0.53,0.43,,0,0,0,0,0,0,0,0,0,0,6.06,6.06,6.06,0.53,0.53,0.53,0.43,0.44,0.45
13/11/2010 14:00,0,0,0,6.06,0.53,0.44,,0,0,0,0,0,0,0,0,0,0,6.06,6.06,6.06,0.53,0.53,0.53,0.44,0.45,0.44
13/11/2010 15:00,0,0,0,6.06,0.53,0.45,,0,0,0,0,0,0,0,0,0,0,6.06,6.06,6.05,0.53,0.53,0.53,0.45,0.44,0.35
13/11/2010 16:00,0,0,0,6.06,0.53,0.44,,0,0,0,0,0,0,0,0,0,0,6.06,6.05,6.05,0.53,0.53,0.53,0.44,0.35,0.27
13/11/2010 17:00,0,0,0,6.05,0.53,0.35,,0,0,0,0,0,0,0,0,0,0,6.05,6.05,6.05,0.53,0.53,0.53,0.35,0.27,0.12
13/11/2010 18:00,0,0,0,6.05,0.53,0.27,,0,0,0,0,0,0,0,0,0,0,6.05,6.05,6.05,0.53,0.53,0.53,0.27,0.12,-0.03
13/11/2010 19:00,0,0,0,6.05,0.53,0.12,,0,0,0,0,0,0,0,0,0,0,6.05,6.05,6.05,0.53,0.53,0.53,0.12,-0.03,-0.15
13/11/2010 20:00,0,0,0,6.05,0.53,-0.03,,0,0,0,0,0,0,0,0,0,0,6.05,6.05,6.05,0.53,0.53,0.52,-0.03,-0.15,-0.2
13/11/2010 21:00,0,0,0,6.05,0.53,-0.15,,0,0,0,0,0,0,0,0,0,0,6.05,6.05,6.05,0.53,0.52,0.52,-0.15,-0.2,-0.2
13/11/2010 22:00,0,0,0,6.05,0.52,-0.2,,0,0,0,0,0,0,0,0,0,0,6.05,6.05,6.05,0.52,0.52,0.51,-0.2,-0.2,-0.15
13/11/2010 23:00,0,0,0,6.05,0.52,-0.2,,0,0,0,0,0,0,0.2,0,0,0,6.05,6.05,6.05,0.52,0.51,0.51,-0.2,-0.15,-0.08
14/11/2010 00:00,0,0,0,6.05,0.51,-0.15,,0,0,2.8,0,0,0.2,0,0,0,0,6.05,6.05,6.05,0.51,0.51,0.5,-0.15,-0.08,0.04
14/11/2010 01:00,0,0,0,6.05,0.51,-0.08,,0,2.8,0.2,0,0.2,0,0,0,0,0,6.05,6.05,6.05,0.51,0.5,0.5,-0.08,0.04,0.16
14/11/2010 02:00,2.8,0.2,0,6.05,0.5,0.04,,2.8,0.2,0.2,0.2,0,0,0,0,0,0,6.05,6.05,6.05,0.5,0.5,0.49,0.04,0.16,0.26
14/11/2010 03:00,0.2,0,0,6.05,0.5,0.16,,0.2,0.2,4.6,0,0,0,0,0,0,0,6.05,6.05,6.06,0.5,0.49,0.49,0.16,0.26,0.39
14/11/2010 04:00,0.2,0,0,6.05,0.49,0.26,,0.2,4.6,0.6,0,0,0,0,0,0,0.2,6.05,6.06,6.06,0.49,0.49,0.49,0.26,0.39,0.53
14/11/2010 05:00,4.6,0,0,6.06,0.49,0.39,,4.6,0.6,1,0,0,0,0,0,0.2,0.4,6.06,6.06,6.06,0.49,0.49,0.49,0.39,0.53,0.6
14/11/2010 06:00,0.6,0,0.2,6.06,0.49,0.53,,0.6,1,3,0,0,0,0,0.2,0.4,0,6.06,6.06,6.06,0.49,0.49,0.49,0.53,0.6,0.65
14/11/2010 07:00,1,0,0.4,6.06,0.49,0.6,,1,3,0,0,0,0,0,0.4,0,0,6.06,6.06,6.07,0.49,0.49,0.5,0.6,0.65,0.65
14/11/2010 08:00,3,0,0,6.06,0.49,0.65,,3,0,0,0,0,0,0,0,0,0,6.06,6.07,6.07,0.49,0.5,0.51,0.65,0.65,0.59
14/11/2010 09:00,0,0,0,6.07,0.5,0.65,,0,0,0,0,0,0,0.2,0,0,0.6,6.07,6.07,6.07,0.5,0.51,0.52,0.65,0.59,0.56
14/11/2010 10:00,0,0,0,6.07,0.51,0.59,,0,0,0.6,0,0,0.2,0,0,0.6,0,6.07,6.07,6.08,0.51,0.52,0.53,0.59,0.56,0.52
14/11/2010 11:00,0,0,0.6,6.07,0.52,0.56,,0,0.6,0,0,0.2,0,0,0.6,0,1.4,6.07,6.08,6.09,0.52,0.53,0.54,0.56,0.52,0.5
14/11/2010 12:00,0.6,0.2,0,6.08,0.53,0.52,,0.6,0,0.2,0.2,0,0,0,0,1.4,0,6.08,6.09,6.1,0.53,0.54,0.55,0.52,0.5,0.49
14/11/2010 13:00,0,0,1.4,6.09,0.54,0.5,,0,0.2,1.6,0,0,0,0,1.4,0,0.4,6.09,6.1,6.12,0.54,0.55,0.55,0.5,0.49,0.51
14/11/2010 14:00,0.2,0,0,6.1,0.55,0.49,,0.2,1.6,7.8,0,0,0,0,0,0.4,0,6.1,6.12,6.14,0.55,0.55,0.55,0.49,0.51,0.52
14/11/2010 15:00,1.6,0,0.4,6.12,0.55,0.51,,1.6,7.8,1,0,0,0,0,0.4,0,1.4,6.12,6.14,6.18,0.55,0.55,0.56,0.51,0.52,0.49
14/11/2010 16:00,7.8,0,0,6.14,0.55,0.52,,7.8,1,0,0,0,0,0,0,1.4,0.2,6.14,6.18,6.24,0.55,0.56,0.56,0.52,0.49,0.41
14/11/2010 17:00,1,0,1.4,6.18,0.56,0.49,,1,0,2.4,0,0,0,0,1.4,0.2,0.2,6.18,6.24,6.31,0.56,0.56,0.56,0.49,0.41,0.29
14/11/2010 18:00,0,0,0.2,6.24,0.56,0.41,,0,2.4,1.8,0,0,0,0,0.2,0.2,0,6.24,6.31,6.4,0.56,0.56,0.56,0.41,0.29,0.16
14/11/2010 19:00,2.4,0,0.2,6.31,0.56,0.29,,2.4,1.8,0,0,0,0,0,0.2,0,0,6.31,6.4,6.48,0.56,0.56,0.57,0.29,0.16,0.02
14/11/2010 20:00,1.8,0,0,6.4,0.56,0.16,,1.8,0,0.2,0,0,0,0,0,0,0,6.4,6.48,6.57,0.56,0.57,0.57,0.16,0.02,-0.08
14/11/2010 21:00,0,0,0,6.48,0.57,0.02,,0,0.2,16.4,0,0,0,0,0,0,0,6.48,6.57,6.74,0.57,0.57,0.58,0.02,-0.08,-0.16
14/11/2010 22:00,0.2,0,0,6.57,0.57,-0.08,,0.2,16.4,9.4,0,0,0,0,0,0,0,6.57,6.74,6.85,0.57,0.58,0.58,-0.08,-0.16,-0.19
14/11/2010 23:00,16.4,0,0,6.74,0.58,-0.16,,16.4,9.4,1.6,0,0,0,0,0,0,0,6.74,6.85,6.98,0.58,0.58,0.58,-0.16,-0.19,-0.18
15/11/2010 00:00,9.4,0,0,6.85,0.58,-0.19,,9.4,1.6,0,0,0,0,0,0,0,0,6.85,6.98,7.06,0.58,0.58,0.58,-0.19,-0.18,-0.13
15/11/2010 01:00,1.6,0,0,6.98,0.58,-0.18,,1.6,0,0.2,0,0,0,0,0,0,0,6.98,7.06,7.12,0.58,0.58,0.58,-0.18,-0.13,-0.03
15/11/2010 02:00,0,0,0,7.06,0.58,-0.13,,0,0.2,0,0,0,0,0,0,0,0,7.06,7.12,7.21,0.58,0.58,0.58,-0.13,-0.03,0.05
15/11/2010 03:00,0.2,0,0,7.12,0.58,-0.03,,0.2,0,0,0,0,0,0,0,0,0,7.12,7.21,7.25,0.58,0.58,0.58,-0.03,0.05,0.15
15/11/2010 04:00,0,0,0,7.21,0.58,0.05,,0,0,0,0,0,0,0,0,0,0,7.21,7.25,7.21,0.58,0.58,0.59,0.05,0.15,0.26
15/11/2010 05:00,0,0,0,7.25,0.58,0.15,,0,0,5.4,0,0,0,0,0,0,0,7.25,7.21,7.17,0.58,0.59,0.6,0.15,0.26,0.33
15/11/2010 06:00,0,0,0,7.21,0.59,0.26,,0,5.4,2.6,0,0,0,0,0,0,0,7.21,7.17,7.16,0.59,0.6,0.61,0.26,0.33,0.36
15/11/2010 07:00,5.4,0,0,7.17,0.6,0.33,,5.4,2.6,14.2,0,0,0,0,0,0,0,7.17,7.16,7.12,0.6,0.61,0.63,0.33,0.36,0.41
15/11/2010 08:00,2.6,0,0,7.16,0.61,0.36,,2.6,14.2,7,0,0,0,0,0,0,0,7.16,7.12,7.14,0.61,0.63,0.65,0.36,0.41,0.38
15/11/2010 09:00,14.2,0,0,7.12,0.63,0.41,,14.2,7,2.6,0,0,0,0,0,0,0,7.12,7.14,7.23,0.63,0.65,0.67,0.41,0.38,0.36
15/11/2010 10:00,7,0,0,7.14,0.65,0.38,,7,2.6,17.2,0,0,0,0,0,0,0,7.14,7.23,7.56,0.65,0.67,0.69,0.38,0.36,0.32
15/11/2010 11:00,2.6,0,0,7.23,0.67,0.36,,2.6,17.2,4.4,0,0,0,0,0,0,0,7.23,7.56,8.08,0.67,0.69,0.71,0.36,0.32,0.31
15/11/2010 12:00,17.2,0,0,7.56,0.69,0.32,,17.2,4.4,0.2,0,0,0,0,0,0,0,7.56,8.08,8.61,0.69,0.71,0.75,0.32,0.31,0.3
15/11/2010 13:00,4.4,0,0,8.08,0.71,0.31,,4.4,0.2,0,0,0,0,0,0,0,0,8.08,8.61,8.6,0.71,0.75,0.81,0.31,0.3,0.33
15/11/2010 14:00,0.2,0,0,8.61,0.75,0.3,,0.2,0,0,0,0,0,0.2,0,0,1.2,8.61,8.6,8.48,0.75,0.81,0.91,0.3,0.33,0.36
15/11/2010 15:00,0,0,0,8.6,0.81,0.33,,0,0,6.6,0,0,0.2,0,0,1.2,0,8.6,8.48,8.3,0.81,0.91,1.01,0.33,0.36,0.37
15/11/2010 16:00,0,0,1.2,8.48,0.91,0.36,,0,6.6,0.2,0,0.2,0,0,1.2,0,0,8.48,8.3,8.05,0.91,1.01,1.04,0.36,0.37,0.35
15/11/2010 17:00,6.6,0.2,0,8.3,1.01,0.37,,6.6,0.2,1.4,0.2,0,0,0,0,0,0,8.3,8.05,7.94,1.01,1.04,1.02,0.37,0.35,0.34
15/11/2010 18:00,0.2,0,0,8.05,1.04,0.35,,0.2,1.4,2,0,0,0,0,0,0,0,8.05,7.94,7.93,1.04,1.02,0.99,0.35,0.34,0.3
15/11/2010 19:00,1.4,0,0,7.94,1.02,0.34,,1.4,2,0.6,0,0,0,0,0,0,0,7.94,7.93,7.9,1.02,0.99,0.98,0.34,0.3,0.22
15/11/2010 20:00,2,0,0,7.93,0.99,0.3,,2,0.6,2.8,0,0,0,0,0,0,0.2,7.93,7.9,7.92,0.99,0.98,0.96,0.3,0.22,0.08
15/11/2010 21:00,0.6,0,0,7.9,0.98,0.22,,0.6,2.8,0.4,0,0,0,0,0,0.2,0,7.9,7.92,7.91,0.98,0.96,0.96,0.22,0.08,-0.01
15/11/2010 22:00,2.8,0,0.2,7.92,0.96,0.08,,2.8,0.4,2.6,0,0,0,0,0.2,0,0,7.92,7.91,7.89,0.96,0.96,0.97,0.08,-0.01,-0.09
15/11/2010 23:00,0.4,0,0,7.91,0.96,-0.01,,0.4,2.6,1,0,0,0,0,0,0,0,7.91,7.89,7.87,0.96,0.97,0.98,-0.01,-0.09,-0.1
16/11/2010 00:00,2.6,0,0,7.89,0.97,-0.09,,2.6,1,4,0,0,0,0,0,0,0.2,7.89,7.87,7.87,0.97,0.98,0.99,-0.09,-0.1,-0.07
16/11/2010 01:00,1,0,0,7.87,0.98,-0.1,,1,4,16.4,0,0,0,0,0,0.2,0,7.87,7.87,7.93,0.98,0.99,1.01,-0.1,-0.07,0
16/11/2010 02:00,4,0,0.2,7.87,0.99,-0.07,,4,16.4,4.4,0,0,0,0,0.2,0,0,7.87,7.93,8.07,0.99,1.01,1.02,-0.07,0,0.09
16/11/2010 03:00,16.4,0,0,7.93,1.01,0,,16.4,4.4,2.6,0,0,0,0,0,0,0,7.93,8.07,8.32,1.01,1.02,1.03,0,0.09,0.2
16/11/2010 04:00,4.4,0,0,8.07,1.02,0.09,,4.4,2.6,0.2,0,0,0,0,0,0,0,8.07,8.32,8.57,1.02,1.03,1.05,0.09,0.2,0.32
16/11/2010 05:00,2.6,0,0,8.32,1.03,0.2,,2.6,0.2,2.6,0,0,0,0,0,0,0,8.32,8.57,8.64,1.03,1.05,1.1,0.2,0.32,0.42
16/11/2010 06:00,0.2,0,0,8.57,1.05,0.32,,0.2,2.6,1.8,0,0,0,0,0,0,0,8.57,8.64,8.71,1.05,1.1,1.17,0.32,0.42,0.49
16/11/2010 07:00,2.6,0,0,8.64,1.1,0.42,,2.6,1.8,2,0,0,0,0.2,0,0,0,8.64,8.71,8.66,1.1,1.17,1.22,0.42,0.49,0.52
16/11/2010 08:00,1.8,0,0,8.71,1.17,0.49,,1.8,2,1.8,0,0,0.2,0,0,0,0,8.71,8.66,9.01,1.17,1.22,1.25,0.49,0.52,0.56
16/11/2010 09:00,2,0,0,8.66,1.22,0.52,,2,1.8,3.4,0,0.2,0,0,0,0,0,8.66,9.01,9.14,1.22,1.25,1.27,0.52,0.56,0.52
16/11/2010 10:00,1.8,0.2,0,9.01,1.25,0.56,,1.8,3.4,4.2,0.2,0,0,0,0,0,0,9.01,9.14,9.07,1.25,1.27,1.33,0.56,0.52,0.5
16/11/2010 11:00,3.4,0,0,9.14,1.27,0.52,,3.4,4.2,5.4,0,0,0,0,0,0,0,9.14,9.07,8.94,1.27,1.33,1.39,0.52,0.5,0.44
16/11/2010 12:00,4.2,0,0,9.07,1.33,0.5,,4.2,5.4,7.6,0,0,0,0,0,0,0,9.07,8.94,8.85,1.33,1.39,1.44,0.5,0.44,0.41
16/11/2010 13:00,5.4,0,0,8.94,1.39,0.44,,5.4,7.6,7.6,0,0,0,0,0,0,0,8.94,8.85,9.01,1.39,1.44,1.44,0.44,0.41,0.41
16/11/2010 14:00,7.6,0,0,8.85,1.44,0.41,,7.6,7.6,4,0,0,0,0,0,0,0,8.85,9.01,9.2,1.44,1.44,1.45,0.41,0.41,0.45
16/11/2010 15:00,7.6,0,0,9.01,1.44,0.41,,7.6,4,1,0,0,0,0,0,0,0,9.01,9.2,9.37,1.44,1.45,1.48,0.41,0.45,0.47
16/11/2010 16:00,4,0,0,9.2,1.45,0.45,,4,1,5.4,0,0,0,0,0,0,0,9.2,9.37,9.37,1.45,1.48,1.54,0.45,0.47,0.5
16/11/2010 17:00,1,0,0,9.37,1.48,0.47,,1,5.4,0.6,0,0,0,0,0,0,0,9.37,9.37,9.34,1.48,1.54,1.6,0.47,0.5,0.53
16/11/2010 18:00,5.4,0,0,9.37,1.54,0.5,,5.4,0.6,0.2,0,0,0,0,0,0,0,9.37,9.34,9.3,1.54,1.6,1.64,0.5,0.53,0.53
16/11/2010 19:00,0.6,0,0,9.34,1.6,0.53,,0.6,0.2,1.2,0,0,0,0,0,0,0,9.34,9.3,9.2,1.6,1.64,1.66,0.53,0.53,0.5
16/11/2010 20:00,0.2,0,0,9.3,1.64,0.53,,0.2,1.2,4,0,0,0,0,0,0,0,9.3,9.2,9.03,1.64,1.66,1.71,0.53,0.5,0.44
16/11/2010 21:00,1.2,0,0,9.2,1.66,0.5,,1.2,4,3,0,0,0,0,0,0,0.2,9.2,9.03,8.82,1.66,1.71,1.65,0.5,0.44,0.35
16/11/2010 22:00,4,0,0,9.03,1.71,0.44,,4,3,5.4,0,0,0,0,0,0.2,0,9.03,8.82,8.7,1.71,1.65,1.61,0.44,0.35,0.25
16/11/2010 23:00,3,0,0.2,8.82,1.65,0.35,,3,5.4,3.4,0,0,0,0,0.2,0,0.2,8.82,8.7,8.66,1.65,1.61,1.61,0.35,0.25,0.21
17/11/2010 00:00,5.4,0,0,8.7,1.61,0.25,,5.4,3.4,0.2,0,0,0,0,0,0.2,0.4,8.7,8.66,8.63,1.61,1.61,1.6,0.25,0.21,0.18
17/11/2010 01:00,3.4,0,0.2,8.66,1.61,0.21,,3.4,0.2,0,0,0,0,0,0.2,0.4,2,8.66,8.63,8.61,1.61,1.6,1.59,0.21,0.18,0.22
17/11/2010 02:00,0.2,0,0.4,8.63,1.6,0.18,,0.2,0,1,0,0,0,0,0.4,2,1,8.63,8.61,8.61,1.6,1.59,1.58,0.18,0.22,0.29
17/11/2010 03:00,0,0,2,8.61,1.59,0.22,,0,1,0,0,0,0,0,2,1,1.4,8.61,8.61,8.62,1.59,1.58,1.57,0.22,0.29,0.35
17/11/2010 04:00,1,0,1,8.61,1.58,0.29,,1,0,0,0,0,0,0,1,1.4,2,8.61,8.62,8.61,1.58,1.57,1.57,0.29,0.35,0.45
17/11/2010 05:00,0,0,1.4,8.62,1.57,0.35,,0,0,0,0,0,0,0,1.4,2,2.8,8.62,8.61,8.56,1.57,1.57,1.57,0.35,0.45,0.54
17/11/2010 06:00,0,0,2,8.61,1.57,0.45,,0,0,0,0,0,0,0,2,2.8,1.2,8.61,8.56,8.44,1.57,1.57,1.56,0.45,0.54,0.59
17/11/2010 07:00,0,0,2.8,8.56,1.57,0.54,,0,0,0.2,0,0,0,0,2.8,1.2,0.2,8.56,8.44,8.31,1.57,1.56,1.55,0.54,0.59,0.6
17/11/2010 08:00,0,0,1.2,8.44,1.56,0.59,,0,0.2,8.6,0,0,0,0,1.2,0.2,0,8.44,8.31,8.22,1.56,1.55,1.54,0.59,0.6,0.64
17/11/2010 09:00,0.2,0,0.2,8.31,1.55,0.6,,0.2,8.6,1.4,0,0,0,0,0.2,0,0,8.31,8.22,8.22,1.55,1.54,1.53,0.6,0.64,0.6
17/11/2010 10:00,8.6,0,0,8.22,1.54,0.64,,8.6,1.4,1.2,0,0,0,0,0,0,0.2,8.22,8.22,8.28,1.54,1.53,1.52,0.64,0.6,0.51
17/11/2010 11:00,1.4,0,0,8.22,1.53,0.6,,1.4,1.2,3.4,0,0,0,0,0,0.2,0,8.22,8.28,8.36,1.53,1.52,1.52,0.6,0.51,0.44
17/11/2010 12:00,1.2,0,0.2,8.28,1.52,0.51,,1.2,3.4,0,0,0,0,0,0.2,0,0.4,8.28,8.36,8.42,1.52,1.52,1.52,0.51,0.44,0.36
17/11/2010 13:00,3.4,0,0,8.36,1.52,0.44,,3.4,0,2.4,0,0,0,0,0,0.4,0,8.36,8.42,8.44,1.52,1.52,1.53,0.44,0.36,0.34
17/11/2010 14:00,0,0,0.4,8.42,1.52,0.36,,0,2.4,3.8,0,0,0,0,0.4,0,0,8.42,8.44,8.42,1.52,1.53,1.54,0.36,0.34,0.33
17/11/2010 15:00,2.4,0,0,8.44,1.53,0.34,,2.4,3.8,1.4,0,0,0,0,0,0,0,8.44,8.42,8.36,1.53,1.54,1.55,0.34,0.33,0.35
17/11/2010 16:00,3.8,0,0,8.42,1.54,0.33,,3.8,1.4,0.8,0,0,0,0,0,0,0,8.42,8.36,8.27,1.54,1.55,1.55,0.33,0.35,0.4
17/11/2010 17:00,1.4,0,0,8.36,1.55,0.35,,1.4,0.8,1.8,0,0,0,0,0,0,0.2,8.36,8.27,8.18,1.55,1.55,1.55,0.35,0.4,0.46
17/11/2010 18:00,0.8,0,0,8.27,1.55,0.4,,0.8,1.8,0.4,0,0,0,0,0,0.2,0,8.27,8.18,8.11,1.55,1.55,1.55,0.4,0.46,0.5
17/11/2010 19:00,1.8,0,0.2,8.18,1.55,0.46,,1.8,0.4,0,0,0,0,0,0.2,0,0,8.18,8.11,8.06,1.55,1.55,1.54,0.46,0.5,0.51
17/11/2010 20:00,0.4,0,0,8.11,1.55,0.5,,0.4,0,0,0,0,0,0,0,0,0,8.11,8.06,8.02,1.55,1.54,1.53,0.5,0.51,0.48
17/11/2010 21:00,0,0,0,8.06,1.54,0.51,,0,0,0.2,0,0,0,0,0,0,0,8.06,8.02,7.98,1.54,1.53,1.53,0.51,0.48,0.41
17/11/2010 22:00,0,0,0,8.02,1.53,0.48,,0,0.2,4.2,0,0,0,0,0,0,0,8.02,7.98,7.94,1.53,1.53,1.53,0.48,0.41,0.33
17/11/2010 23:00,0.2,0,0,7.98,1.53,0.41,,0.2,4.2,2.2,0,0,0,0,0,0,0,7.98,7.94,7.9,1.53,1.53,1.52,0.41,0.33,0.22
18/11/2010 00:00,4.2,0,0,7.94,1.53,0.33,,4.2,2.2,1.6,0,0,0,0,0,0,0,7.94,7.9,7.87,1.53,1.52,1.51,0.33,0.22,0.13
18/11/2010 01:00,2.2,0,0,7.9,1.52,0.22,,2.2,1.6,0.2,0,0,0,0,0,0,0,7.9,7.87,7.85,1.52,1.51,1.51,0.22,0.13,0.1
18/11/2010 02:00,1.6,0,0,7.87,1.51,0.13,,1.6,0.2,0.8,0,0,0,0,0,0,0,7.87,7.85,7.83,1.51,1.51,1.5,0.13,0.1,0.11
18/11/2010 03:00,0.2,0,0,7.85,1.51,0.1,,0.2,0.8,0,0,0,0,0,0,0,0,7.85,7.83,7.81,1.51,1.5,1.49,0.1,0.11,0.17
18/11/2010 04:00,0.8,0,0,7.83,1.5,0.11,,0.8,0,1,0,0,0,0,0,0,0,7.83,7.81,7.79,1.5,1.49,1.49,0.11,0.17,0.25
18/11/2010 05:00,0,0,0,7.81,1.49,0.17,,0,1,1,0,0,0,0,0,0,0,7.81,7.79,7.76,1.49,1.49,1.48,0.17,0.25,0.35
