Ghi chu:,Water Level (m)- Muc nuoc; Rainfall (mm)-Luong mua; ,,,,,
25/12/2010 01:00,0,0,0,6.01,-0.03,0.13
25/12/2010 02:00,0,0,0,6.01,-0.03,0.32
25/12/2010 03:00,0,0,0,6.01,-0.04,0.47
25/12/2010 04:00,0,0,0,6.01,-0.04,0.56
25/12/2010 05:00,0,0,0,6.01,-0.04,0.56
25/12/2010 06:00,0,0,0,6.01,-0.05,0.46
25/12/2010 07:00,0,0,0,6.01,-0.05,0.39
25/12/2010 08:00,0,0,0,6.01,-0.05,0.29
25/12/2010 09:00,0,0,0,6.01,-0.05,0.22
25/12/2010 10:00,0,0,0,6.01,-0.05,0.24
25/12/2010 11:00,0,0,0,6.01,-0.05,0.31
25/12/2010 12:00,0,0,0,6.01,-0.04,0.37
25/12/2010 13:00,0,0,0,6.01,-0.04,0.43
25/12/2010 14:00,0,0,0,6.01,-0.04,0.41
25/12/2010 15:00,0,0,0,6.01,-0.03,0.34
25/12/2010 16:00,0,0,0,6.01,-0.03,0.19
25/12/2010 17:00,0,0,0,6,-0.03,-0.05
25/12/2010 18:00,0,0,0,6,-0.02,-0.25
25/12/2010 19:00,2.2,6,0,6,-0.02,-0.42
25/12/2010 20:00,0.8,0.2,0,6,-0.02,-0.46
25/12/2010 21:00,0,0,0,6,-0.02,-0.45
25/12/2010 22:00,0,0,0,6,-0.02,-0.37
25/12/2010 23:00,0,0,0,6,-0.02,-0.26
26/12/2010 00:00,0,0,0,6,-0.02,-0.12
26/12/2010 01:00,0.4,0,0,6,-0.02,-0.01
26/12/2010 02:00,0,0,0.2,6,-0.02,0.09
26/12/2010 03:00,0,0,1,6.01,-0.02,0.2
26/12/2010 04:00,2.4,0.2,0.2,6.01,-0.02,0.31
26/12/2010 05:00,5.4,1.6,0.4,6.02,-0.01,0.39
26/12/2010 06:00,3,2.4,2.2,6.02,-0.01,0.45
26/12/2010 07:00,1.4,0,1.4,6.03,-0.01,0.48
26/12/2010 08:00,2,0.8,1.2,6.04,-0.01,0.49
26/12/2010 09:00,2,0.8,1.4,6.05,0,0.42
26/12/2010 10:00,1,2.2,1.4,6.06,0,0.36
26/12/2010 11:00,0.4,1.8,1.2,6.07,0.01,0.37
26/12/2010 12:00,0.2,0.6,0,6.08,0.01,0.4
26/12/2010 13:00,0.2,0.2,0.2,6.09,0.02,0.44
26/12/2010 14:00,0,0,0,6.1,0.02,0.47
26/12/2010 15:00,0,0,0,6.11,0.03,0.49
26/12/2010 16:00,0,0,0,6.12,0.03,0.43
26/12/2010 17:00,0,0,0,6.12,0.04,0.3
26/12/2010 18:00,0,0,0,6.13,0.04,0.1
26/12/2010 19:00,0,0,0,6.13,0.04,-0.09
26/12/2010 20:00,0,0,0,6.13,0.04,-0.19
26/12/2010 21:00,0,0,0,6.13,0.04,-0.26
26/12/2010 22:00,0,0,0,6.12,0.04,-0.26
26/12/2010 23:00,0,0,0,6.12,0.04,-0.23
27/12/2010 00:00,0,0,0,6.12,0.03,-0.1
27/12/2010 01:00,0,0,0,6.11,0.03,0.09
27/12/2010 02:00,0,0,0,6.1,0.03,0.26
27/12/2010 03:00,0,0,0,6.1,0.03,0.4
27/12/2010 04:00,0,0,0,6.1,0.02,0.52
27/12/2010 05:00,0,0,0,6.09,0.02,0.62
27/12/2010 06:00,0,0,0,6.09,0.02,0.64
27/12/2010 07:00,0,0,0,6.08,0.02,0.54
27/12/2010 08:00,0,0,0,6.07,0.02,0.43
27/12/2010 09:00,0,0,0,6.07,0.02,0.34
27/12/2010 10:00,0,0,0,6.06,0.02,0.3
27/12/2010 11:00,0,0,0,6.06,0.03,0.31
27/12/2010 12:00,0,0,0,6.05,0.03,0.3
27/12/2010 13:00,0,0,0,6.05,0.03,0.33
27/12/2010 14:00,0,0,0,6.05,0.04,0.37
27/12/2010 15:00,0,0,0,6.04,0.04,0.39
27/12/2010 16:00,0,0,0,6.04,0.04,0.38
27/12/2010 17:00,0,0,0,6.04,0.04,0.3
27/12/2010 18:00,0,0,0,6.04,0.04,0.15
27/12/2010 19:00,0,0,0,6.04,0.04,-0.05
27/12/2010 20:00,0,0,0,6.04,0.04,-0.22
27/12/2010 21:00,0,0,0,6.04,0.03,-0.35
27/12/2010 22:00,0,0,0,6.04,0.03,-0.45
27/12/2010 23:00,0,0,0,6.03,0.02,-0.48
28/12/2010 00:00,0,0,0,6.03,0.02,-0.42
28/12/2010 01:00,0,0,0,6.03,0.01,-0.3
28/12/2010 02:00,0,0,0,6.03,0,-0.14
28/12/2010 03:00,0,0,0,6.03,0,0.06
28/12/2010 04:00,0,0,0,6.02,-0.01,0.18
28/12/2010 05:00,0,0,0,6.02,-0.01,0.32
28/12/2010 06:00,0,0,0,6.02,-0.02,0.39
28/12/2010 07:00,0,0,0,6.02,-0.02,0.39
28/12/2010 08:00,0,0,0,6.02,-0.02,0.33
28/12/2010 09:00,0,0,0,6.02,-0.02,0.22
28/12/2010 10:00,0,0,0,6.02,-0.02,0.15
28/12/2010 11:00,0,0,0,6.02,-0.02,0.09
28/12/2010 12:00,0,0,0,6.02,-0.02,0.11
28/12/2010 13:00,0,0,0,6.02,-0.02,0.11
28/12/2010 14:00,0,0,0,6.02,-0.01,0.17
28/12/2010 15:00,0,0,0,6.02,-0.01,0.28
28/12/2010 16:00,0,0,0,6.02,-0.01,0.34
28/12/2010 17:00,0,0,0,6.02,-0.01,0.33
28/12/2010 18:00,0,0,0,6.02,-0.01,0.27
28/12/2010 19:00,0,0,0,6.02,-0.01,0.15
28/12/2010 20:00,0,0,0,6.02,-0.01,-0.05
28/12/2010 21:00,0,0,0,6.02,-0.01,-0.22
28/12/2010 22:00,0,0,0,6.02,-0.02,-0.37
28/12/2010 23:00,0,0,0,6.01,-0.02,-0.43
29/12/2010 00:00,0,0,0,6.01,-0.03,-0.44
29/12/2010 01:00,0,0,0,6.01,-0.03,-0.4
29/12/2010 02:00,0,0,0,6.01,-0.04,-0.3
29/12/2010 03:00,0,0,0,6.01,-0.04,-0.19
29/12/2010 04:00,0,0,0,6,-0.05,-0.04
29/12/2010 05:00,0,0,0,6,-0.05,0.09
29/12/2010 06:00,0,0,0,6,-0.06,0.17
29/12/2010 07:00,0,0,0,6,-0.06,0.22
29/12/2010 08:00,0,0,0,6,-0.06,0.19
29/12/2010 09:00,0,0,0,6,-0.06,0.08
29/12/2010 10:00,0,0,0,6,-0.07,-0.02
29/12/2010 11:00,0,0,0,6,-0.07,-0.12
29/12/2010 12:00,0,0,0,6,-0.07,-0.2
29/12/2010 13:00,0,0,0,6,-0.07,-0.19
29/12/2010 14:00,0,0,0,6,-0.06,-0.11
29/12/2010 15:00,0,0,0,6,-0.06,0.03
29/12/2010 16:00,0,0,0,5.99,-0.06,0.16
29/12/2010 17:00,0,0,0,5.99,-0.06,0.25
29/12/2010 18:00,0,0,0,5.99,-0.06,0.3
29/12/2010 19:00,0,0,0,5.99,-0.06,0.29
29/12/2010 20:00,0,0,0,5.99,-0.06,0.22
29/12/2010 21:00,0,0,0,5.99,-0.06,0.06
29/12/2010 22:00,0,0,0,5.99,-0.06,-0.07
29/12/2010 23:00,0,0,0,5.99,-0.06,-0.19
30/12/2010 00:00,0.2,0,0,5.99,-0.06,-0.25
30/12/2010 01:00,0,0,0,5.99,-0.06,-0.3
30/12/2010 02:00,0,0,0,5.99,-0.06,-0.26
30/12/2010 03:00,0,0,0,5.99,-0.06,-0.18
30/12/2010 04:00,0,0,0.2,5.99,-0.07,-0.07
30/12/2010 05:00,0,0,0,5.98,-0.07,0.03
30/12/2010 06:00,0,0,0,5.98,-0.07,0.11
30/12/2010 07:00,0,0,0,5.98,-0.07,0.16
30/12/2010 08:00,0,0,0,5.98,-0.07,0.1
30/12/2010 09:00,0,0,0,5.98,-0.07,0
30/12/2010 10:00,0,0,0,5.98,-0.08,-0.17
30/12/2010 11:00,0,0,0,5.98,-0.08,-0.36
30/12/2010 12:00,0,0,0,5.98,-0.08,-0.45
30/12/2010 13:00,0,0,0,5.98,-0.08,-0.48
30/12/2010 14:00,0,0,0,5.98,-0.08,-0.44
30/12/2010 15:00,0,0,0,5.98,-0.08,-0.35
30/12/2010 16:00,0,0,0,5.98,-0.09,-0.18
30/12/2010 17:00,0,0,0,5.98,-0.09,-0.01
30/12/2010 18:00,0,0,0,5.98,-0.09,0.15
30/12/2010 19:00,0,0,0,5.98,-0.09,0.27
30/12/2010 20:00,0,0,0,5.98,-0.09,0.34
30/12/2010 21:00,0,0,0,5.98,-0.09,0.36
30/12/2010 22:00,0,0,0,5.98,-0.09,0.31
30/12/2010 23:00,0,0,0,5.98,-0.09,0.22
31/12/2010 00:00,0,0,0,5.98,-0.09,0.12
31/12/2010 01:00,0,0,0,5.98,-0.09,0.05
31/12/2010 02:00,0,0,0,5.98,-0.09,0.03
31/12/2010 03:00,0,0,0,5.98,-0.09,0.04
31/12/2010 04:00,0,0,0,5.98,-0.09,0.08
31/12/2010 05:00,0,0,0,5.98,-0.09,0.15
31/12/2010 06:00,0,0,0,5.98,-0.09,0.22
31/12/2010 07:00,0,0,0,5.98,-0.09,0.26
31/12/2010 08:00,0,0,0,5.98,-0.09,0.24
31/12/2010 09:00,0,0,0,5.98,-0.09,0.15
31/12/2010 10:00,0,0,0,5.98,-0.09,0.03
31/12/2010 11:00,0.6,0.2,0,5.98,-0.09,-0.16
31/12/2010 12:00,0.4,0.2,0,5.98,-0.09,-0.32
31/12/2010 13:00,0,0,0,5.98,-0.09,-0.43
31/12/2010 14:00,0,0,0,5.98,-0.09,-0.46
31/12/2010 15:00,0,0,0,5.98,-0.09,-0.42
31/12/2010 16:00,0,0,0,5.98,-0.09,-0.36
31/12/2010 17:00,0,0,0,5.98,-0.09,-0.22
31/12/2010 18:00,0,0,0,5.98,-0.09,-0.05
31/12/2010 19:00,0,0,0,5.98,-0.09,0.1
31/12/2010 20:00,0,0,0,5.98,-0.09,0.28
31/12/2010 21:00,0,0,0,5.98,-0.09,0.4
31/12/2010 22:00,0,0,0,5.98,-0.09,0.48
31/12/2010 23:00,0,0,0,5.98,-0.1,0.49
2012-10-01 00,0,0,0,6.8796,1.0441,0.9
2012-10-01 01,0,0,0,6.86,1.04,0.92
2012-10-01 02,0,0,0,6.8396,1.036,0.89
2012-10-01 03,0.2,0,0,6.8188,1.0323,0.72
2012-10-01 04,0,0,0,6.798,1.0288,0.44
2012-10-01 05,0,0,0,6.7776,1.0256,0.26
2012-10-01 06,0,0,0,6.7581,1.0226,0.12
2012-10-01 07,0,0,0,6.74,1.02,0.03
2012-10-01 08,0,0,0,6.7236,1.0177,0.02
2012-10-01 09,0,0,0,6.7087,1.0156,0.14
2012-10-01 10,0,0,0,6.6951,1.0139,0.32
2012-10-01 11,0,0,0,6.6827,1.0124,0.43
2012-10-01 12,0,0,0,6.671,1.0111,0.53
2012-10-01 13,0,0,0,6.66,1.01,0.59
2012-10-01 14,0,0,0,6.6494,1.0091,0.59
2012-10-01 15,0,0,0,6.639,1.0081,0.48
2012-10-01 16,0,0,0,6.629,1.007,0.33
2012-10-01 17,0,0,0,6.6191,1.0054,0.18
2012-10-01 18,0,0,0,6.6095,1.0031,0.09
2012-10-01 19,0,0,0,6.6,1,0.06
2012-10-01 20,0,0,0,6.5906,0.9959,0.13
2012-10-01 21,0,0,0,6.5815,0.9911,0.28
2012-10-01 22,0,0,0,6.5727,0.9857,0.44
2012-10-01 23,0,0,0,6.5645,0.9803,0.63
2012-10-02 00,0,0,0,6.5568,0.9749,0.79
2012-10-02 01,0,0,0,6.55,0.97,0.88
2012-10-02 02,0,0,0,6.544,0.9657,0.93
2012-10-02 03,0,0,0,6.5387,0.9621,0.84
2012-10-02 04,0,0,0,6.5339,0.9588,0.65
2012-10-02 05,0,0,0,6.5293,0.9558,0.46
2012-10-02 06,0,0,0,6.5248,0.9529,0.33
2012-10-02 07,0,0,0,6.52,0.95,0.22
2012-10-02 08,0,0,0,6.5148,0.9469,0.15
2012-10-02 09,0,0,0,6.5095,0.9437,0.19
2012-10-02 10,0,0,0,6.5041,0.9403,0.32
2012-10-02 11,0,0,0,6.4989,0.9369,0.44
2012-10-02 12,0,0,0,6.4941,0.9334,0.53
2012-10-02 13,0,0,0,6.49,0.93,0.56
2012-10-02 14,0,0,0,6.4866,0.9266,0.56
2012-10-02 15,0,0,0,6.4837,0.9232,0.47
2012-10-02 16,0,0,0,6.481,0.9199,0.3
2012-10-02 17,0,0,0,6.478,0.9166,0.08
2012-10-02 18,0,0,0,6.4745,0.9133,-0.04
2012-10-02 19,0,0,0,6.47,0.91,-0.08
2012-10-02 20,0,0,0,6.4643,0.9067,-0.06
2012-10-02 21,0,0,0,6.4578,0.9033,0.05
2012-10-02 22,0,0,0,6.4507,0.9,0.22
2012-10-02 23,0,0,0,6.4434,0.8967,0.43
2012-10-03 00,0,0,0,6.4364,0.8933,0.61
2012-10-03 01,0,0,0,6.43,0.89,0.75
2012-10-03 02,0,0,0,6.4245,0.8867,0.86
2012-10-03 03,0,0,0,6.4196,0.8834,0.88
2012-10-03 04,0,0,0,6.4151,0.88,0.79
2012-10-03 05,0,0,0,6.4105,0.8767,0.59
2012-10-03 06,0,0,0,6.4056,0.8734,0.44
2012-10-03 07,0,0,0,6.4,0.87,0.33
2012-10-03 08,0,0,0,6.3935,0.8666,0.23
2012-10-03 09,0,0,0,6.3864,0.8632,0.22
2012-10-03 10,0,0,0,6.379,0.8598,0.31
2012-10-03 11,0,0,0,6.3719,0.8565,0.41
2012-10-03 12,0,0,0,6.3654,0.8532,0.5
2012-10-03 13,0,0,0,6.36,0.85,0.53
2012-10-03 14,0,0,0,6.3559,0.8469,0.54
2012-10-03 15,0,0,0,6.3531,0.8438,0.45
2012-10-03 16,0,0,0,6.3513,0.8407,0.31
2012-10-03 17,0,0,0,6.3503,0.8374,0.1
2012-10-03 18,0,0,0,6.3499,0.8339,-0.07
2012-10-03 19,0,0,0,6.35,0.83,-0.14
2012-10-03 20,0,0,0,6.3503,0.8257,-0.18
2012-10-03 21,0,0,0,6.3506,0.821,-0.16
2012-10-03 22,0,0,0,6.3509,0.8161,-0.05
2012-10-03 23,0,0,0,6.3509,0.8109,0.16
2012-10-04 00,0,0,0,6.3507,0.8055,0.33
2012-10-04 01,0,0,0,6.35,0.8,0.49
2012-10-04 02,0,0,0,6.3488,0.7945,0.64
2012-10-04 03,0,0,0,6.3471,0.789,0.75
2012-10-04 04,0,0,0,6.3453,0.7837,0.77
2012-10-04 05,0,0,0,6.3433,0.7787,0.66
2012-10-04 06,0,0,0,6.3415,0.7741,0.49
2012-10-04 07,0,0,0,6.34,0.77,0.39
2012-10-04 08,0,0,0,6.3388,0.7664,0.32
2012-10-04 09,0,0,0,6.3379,0.7633,0.29
2012-10-04 10,0,0,0,6.3368,0.7603,0.31
2012-10-04 11,0,0,0,6.3353,0.7572,0.37
2012-10-04 12,0,0,0,6.3331,0.7539,0.47
2012-10-04 13,0,0,0,6.33,0.75,0.52
2012-10-04 14,0,0,0,6.3257,0.7455,0.54
2012-10-04 15,0,0,0,6.3206,0.7404,0.52
2012-10-04 16,0,0,0,6.3151,0.7351,0.39
2012-10-04 17,0,0,0,6.3096,0.7298,0.2
2012-10-04 18,0,0,0,6.3044,0.7247,0.03
2012-10-04 19,0,0,0,6.3,0.72,-0.12
2012-10-04 20,0,0,0,6.2967,0.7159,-0.21
2012-10-04 21,0,0,0,6.2944,0.7124,-0.22
2012-10-04 22,0,0,0,6.2928,0.7092,-0.17
2012-10-04 23,0,0,0,6.2917,0.7061,-0.01
2012-10-05 00,0,0,0,6.2908,0.7031,0.2
2012-10-05 01,0,0,0,6.29,0.7,0.35
2012-10-05 02,0,0,0,6.289,0.6966,0.47
2012-10-05 03,0,0,0,6.2878,0.6931,0.61
2012-10-05 04,0,0,0,6.2863,0.6895,0.7
2012-10-05 05,0,0,0,6.2845,0.686,0.69
2012-10-05 06,0,0,0,6.2824,0.6828,0.59
2012-10-05 07,0,0,0,6.28,0.68,0.49
2012-10-05 08,0,0,0,6.2772,0.6776,0.4
2012-10-05 09,0,0,0,6.2742,0.6757,0.35
2012-10-05 10,0,0,0,6.2709,0.6741,0.35
2012-10-05 11,0,0,0,6.2674,0.6727,0.37
2012-10-05 12,0,0,0,6.2637,0.6713,0.44
2012-10-05 13,0,0,0,6.26,0.67,0.49
2012-10-05 14,0,0,0,6.2563,0.6686,0.54
2012-10-05 15,0,0,0,6.2526,0.6671,0.52
2012-10-05 16,0,0,0,6.249,0.6654,0.44
2012-10-05 17,0,0,0,6.2457,0.6637,0.31
2012-10-05 18,0,0,0,6.2426,0.6619,0.13
2012-10-05 19,0,0,0,6.24,0.66,-0.05
2012-10-05 20,0,0,0,6.2378,0.658,-0.14
2012-10-05 21,0,0,0,6.236,0.6557,-0.18
2012-10-05 22,0,0,0,6.2344,0.653,-0.17
2012-10-05 23,0,0,0,6.2329,0.6496,-0.07
2012-10-06 00,0,0,0,6.2315,0.6453,0.1
2012-10-06 01,0,0,0,6.23,0.64,0.23
2012-10-06 02,0,0,0,6.2283,0.6336,0.36
2012-10-06 03,0,0,0,6.2265,0.6268,0.47
2012-10-06 04,0,0,0,6.2247,0.6202,0.57
2012-10-06 05,0,0,0,6.2229,0.6147,0.65
2012-10-06 06,0,0,0,6.2213,0.6111,0.6
2012-10-06 07,0,0,0,6.22,0.61,0.53
2012-10-06 08,0,0,0,6.219,0.612,0.48
2012-10-06 09,0,0,0,6.2183,0.6164,0.41
2012-10-06 10,0,0,0,6.2181,0.6224,0.37
2012-10-06 11,0,2.8,0,6.2182,0.6289,0.44
2012-10-06 12,7.4,5.4,0,6.2189,0.6351,0.39
2012-10-06 13,0.2,0,1,6.22,0.64,0.55
2012-10-06 14,0,0,0,6.2217,0.6429,0.57
2012-10-06 15,0,0,0,6.2243,0.6441,0.59
2012-10-06 16,0,0.2,0,6.228,0.644,0.54
2012-10-06 17,0,0,0,6.2334,0.6429,0.43
2012-10-06 18,0.2,0,0,6.2406,0.6415,0.3
2012-10-06 19,0,0,0,6.25,0.64,0.19
2012-10-06 20,0,0,0,6.2617,0.6388,0.05
2012-10-06 21,0.2,0,0,6.2742,0.6378,0
2012-10-06 22,2.8,0,0,6.286,0.6367,-0.01
2012-10-06 23,0,0,0,6.2954,0.6352,0.1
2012-10-07 00,0,0,6.2,6.3006,0.6331,0.19
2012-10-07 01,0,0,0,6.3,0.63,0.32
2012-10-07 02,0,0,0,6.2929,0.6259,0.43
2012-10-07 03,3,1,0,6.2824,0.6215,0.6
2012-10-07 04,0.2,0.2,2.8,6.2728,0.6178,0.68
2012-10-07 05,3.2,0.6,3.4,6.2681,0.6157,0.77
2012-10-07 06,0.8,0.8,2.6,6.2724,0.6161,0.83
2012-10-07 07,0.4,0.2,4.4,6.29,0.62,0.8
2012-10-07 08,4.8,5,1.6,6.3233,0.6286,0.75
2012-10-07 09,14.2,13.4,5.6,6.3685,0.6443,0.71
2012-10-07 10,7.8,3,3.6,6.42,0.67,0.6
2012-10-07 11,12.4,17.4,13,6.4851,0.7,0.59
2012-10-07 12,7.4,7,3.2,6.6215,0.71,0.59
2012-10-07 13,24.4,9.4,5.6,6.9,0.72,0.6
2012-10-07 14,20.6,11.2,10.2,7.42,0.74,0.65
2012-10-07 15,28.4,13.8,7.6,8.24,0.79,0.64
2012-10-07 16,4,0.6,2.4,9.05,0.9,0.62
2012-10-07 17,6.4,4.6,1.2,10.01,1.06,0.52
2012-10-07 18,0.6,0,10,10.57,1.23,0.43
2012-10-07 19,3,0,3.4,10.78,1.69,0.3
2012-10-07 20,0.2,0,1.4,10.6,1.95,0.19
2012-10-07 21,0.2,0,6.2,10.25,2.1,0.14
2012-10-07 22,0,0,0,9.7,2.2,0.1
2012-10-07 23,0.4,0,0.2,9.16,2.15,0.12
2012-10-08 00,10.2,3,0,8.7591,2.0321,0.18
2012-10-08 01,18,6.4,0,8.51,1.91,0.29
2012-10-08 02,14.4,8.2,0,8.416,1.8215,0.39
2012-10-08 03,20.6,20.8,0,8.52,1.78,0.51
2012-10-08 04,0.6,0.2,0,8.827,1.7883,0.59
2012-10-08 05,0,0.8,0,9.15,1.83,0.68
2012-10-08 06,0,2,0,9.33,1.8853,0.79
2012-10-08 07,0,0,0.2,9.4,1.94,0.78
2012-10-08 08,0.2,0,0,9.18,1.9803,0.76
2012-10-08 09,0,0,0,8.94,1.99,0.75
2012-10-08 10,0,0,0,8.76,1.9597,0.67
2012-10-08 11,5.6,1,0,8.53,1.91,0.64
2012-10-08 12,0,0,1,8.36,1.8647,0.66
2012-10-08 13,9.2,8.6,0.6,8.27,1.83,0.65
2012-10-08 14,0,1.2,2,8.23,1.8064,0.63
2012-10-08 15,0,0,0,8.2,1.79,0.66
2012-10-08 16,0,0,0,8.21,1.7772,0.63
2012-10-08 17,0,0,0,8.25,1.77,0.58
2012-10-08 18,0,0,0,8.28,1.7697,0.5
2012-10-08 19,0,0,0,8.33,1.77,0.4
2012-10-08 20,0,0,0,8.35,1.7651,0.32
2012-10-08 21,0,0,0,8.31,1.76,0.21
2012-10-08 22,0,2.2,0,8.27,1.7597,0.11
2012-10-08 23,0.2,0,0,8.2,1.76,0.09
2012-10-09 00,0,0,2.2,8.1014,1.7559,0.07
2012-10-09 01,0,0,0,8,1.75,0.12
2012-10-09 02,0,0,0,7.9177,1.7453,0.2
2012-10-09 03,0,0,0,7.8534,1.7397,0.3
2012-10-09 04,0,0,0,7.8,1.73,0.37
2012-10-09 05,0,0,0,7.7514,1.7141,0.49
2012-10-09 06,0,0.4,0,7.7053,1.6958,0.61
2012-10-09 07,0,0,2.2,7.66,1.68,0.67
2012-10-09 08,0,2.2,0,7.6154,1.6704,0.7
2012-10-09 09,3,3.6,0.4,7.5766,1.6648,0.72
2012-10-09 10,0,0,0,7.55,1.66,0.68
2012-10-09 11,0,0,0,7.5405,1.6533,0.62
2012-10-09 12,0,0,0.2,7.5478,1.646,0.57
2012-10-09 13,0,0,0,7.57,1.64,0.53
2012-10-09 14,0,0,0,7.6025,1.6367,0.53
2012-10-09 15,0,0,0,7.6289,1.6342,0.53
2012-10-09 16,0,0,0,7.63,1.63,0.52
2012-10-09 17,0,0,0,7.5937,1.6221,0.5
2012-10-09 18,0,0,0,7.5359,1.6116,0.47
2012-10-09 19,0,0,0,7.48,1.6,0.38
2012-10-09 20,0,0,0,7.4433,1.5889,0.3
2012-10-09 21,0,0,0,7.4204,1.5787,0.17
2012-10-09 22,0,0,0,7.4,1.57,0.07
2012-10-09 23,0,0,0,7.3735,1.5628,-0.01
2012-10-10 00,0,0,0,7.3423,1.5564,-0.05
2012-10-10 01,0,0,0,7.31,1.55,-0.04
2012-10-10 02,0,0,0,7.2799,1.5429,0
2012-10-10 03,0,0,0,7.2525,1.5351,0.1
2012-10-10 04,0.8,3.8,0,7.2278,1.5267,0.23
2012-10-10 05,2.2,4,6.4,7.2059,1.518,0.36
2012-10-10 06,0,0,0.4,7.1866,1.509,0.45
2012-10-10 07,0,1.8,0.2,7.17,1.5,0.6
2012-10-10 08,0,0.2,0.2,7.1559,1.4911,0.65
2012-10-10 09,0,0,0.2,7.1433,1.4824,0.7
2012-10-10 10,0,0,0,7.1315,1.4739,0.7
2012-10-10 11,0,0,0.2,7.1193,1.4656,0.69
2012-10-10 12,0,0,0,7.1058,1.4576,0.64
2012-10-10 13,0,0,0,7.09,1.45,0.57
2012-10-10 14,0,0,0.4,7.0713,1.4427,0.52
2012-10-10 15,0,0,0,7.0504,1.4357,0.45
2012-10-10 16,0,0,0,7.0287,1.429,0.46
2012-10-10 17,0,0,0,7.0072,1.4225,0.45
2012-10-10 18,0,0,0,6.9873,1.4162,0.44
2012-10-10 19,0,0,0,6.97,1.41,0.42
2012-10-10 20,0,0,0,6.9562,1.4038,0.34
2012-10-10 21,0,0,0,6.9453,1.3976,0.24
2012-10-10 22,0,0,0,6.9363,1.3913,0.12
2012-10-10 23,0,0,0,6.9281,1.3846,0.03
2012-10-11 00,0,0,0,6.9196,1.3776,-0.04
2012-10-11 01,0,0,3.2,6.91,1.37,-0.08
2012-10-11 02,0,0,1.4,6.8985,1.3619,-0.08
2012-10-11 03,0,0,0,6.8856,1.3534,-0.05
2012-10-11 04,1.4,4.8,0,6.8724,1.3447,0.04
2012-10-11 05,8.8,1.6,0,6.8598,1.3361,0.14
2012-10-11 06,4.4,0,0,6.8487,1.3278,0.29
2012-10-11 07,0,0,0,6.84,1.32,0.37
2012-10-11 08,0,2.8,0,6.8344,1.3129,0.47
2012-10-11 09,1.2,0,0,6.8311,1.3063,0.56
2012-10-11 10,1.2,0,0,6.829,1.3,0.62
2012-10-11 11,9.2,0,0,6.8272,1.2937,0.62
2012-10-11 12,0,0,0,6.8245,1.2871,0.61
2012-10-11 13,0,0,0,6.82,1.28,0.58
2012-10-11 14,0,0,0,6.8128,1.2722,0.54
2012-10-11 15,0,0,0,6.8035,1.2639,0.52
2012-10-11 16,0,0,0,6.7927,1.2553,0.52
2012-10-11 17,0,0,0,6.7814,1.2466,0.52
2012-10-11 18,0,0,0,6.7702,1.2381,0.54
2012-10-11 19,0,0,0,6.76,1.23,0.54
2012-10-11 20,0,0,0,6.7513,1.2225,0.53
2012-10-11 21,0,0,0,6.744,1.2155,0.46
2012-10-11 22,0,0,0,6.7376,1.2089,0.36
2012-10-11 23,0,0,0,6.7317,1.2026,0.25
2012-10-12 00,0,0,0,6.726,1.1963,0.13
2012-10-12 01,0,0,0,6.72,1.19,0.01
2012-10-12 02,0,0,0,6.7135,1.1836,-0.04
2012-10-12 03,0,0,0,6.7065,1.177,-0.05
2012-10-12 04,0,0.2,0,6.6995,1.1703,-0.04
2012-10-12 05,0,0,0,6.6925,1.1636,0.05
2012-10-12 06,0,0,0,6.6859,1.1568,0.21
2012-10-12 07,0,0,0,6.68,1.15,0.32
2012-10-12 08,0,0,0,6.6748,1.1433,0.42
2012-10-12 09,0,0,0,6.6702,1.1365,0.52
2012-10-12 10,0,0,0,6.6658,1.1299,0.58
2012-10-12 11,0,0,0,6.6612,1.1232,0.62
2012-10-12 12,0,0,0,6.656,1.1166,0.6
2012-10-12 13,0,0,0,6.65,1.11,0.56
2012-10-12 14,0,0,0,6.6428,1.1034,0.52
2012-10-12 15,0,0,0,6.6344,1.0968,0.48
2012-10-12 16,0,0,0,6.6249,1.0902,0.46
2012-10-12 17,0,0,0,6.6143,1.0835,0.46
2012-10-12 18,0,0,0,6.6026,1.0768,0.51
2012-10-12 19,0,0,0,6.59,1.07,0.55
2012-10-12 20,0,0,0,6.5766,1.0631,0.59
2012-10-12 21,0,2.8,0,6.5629,1.0562,0.59
2012-10-12 22,0,0,0,6.5497,1.0493,0.55
2012-10-12 23,0,0,0,6.5377,1.0426,0.47
2012-10-13 00,0,0,0,6.5276,1.0361,0.36
2012-10-13 01,0,0,0,6.52,1.03,0.17
2012-10-13 02,0,0,0,6.5154,1.0243,0.04
2012-10-13 03,0,0,0,6.5132,1.0189,-0.05
2012-10-13 04,0.2,0,0,6.5124,1.0139,-0.07
2012-10-13 05,0,0,0,6.5122,1.0091,-0.03
2012-10-13 06,0,0,0,6.5117,1.0045,0.13
2012-10-13 07,0,0,0,6.51,1,0.27
2012-10-13 08,0,0,0,6.5064,0.9956,0.41
2012-10-13 09,0,0,0,6.501,0.9911,0.5
2012-10-13 10,0,0,0,6.4944,0.9865,0.58
2012-10-13 11,0,0,0,6.4867,0.9815,0.65
2012-10-13 12,0,0,0,6.4785,0.9761,0.65
2012-10-13 13,0,0,0,6.47,0.97,0.59
2012-10-13 14,0,0,0,6.4617,0.9633,0.53
2012-10-13 15,0,0,0,6.4538,0.9562,0.47
2012-10-13 16,0,0,0,6.4464,0.9489,0.43
